Property,0
AOT,30.354
B1,19.816
B11,24.94
B12,45.565
B2,28.089
B3,41.214
B4,14.375
B5,47.539
B6,22.951
B7,18.646
B8,31.291
B8A,26.012
B9,20.319
MSK_CLDPRB,0.005
MSK_SNWPRB,0
QA10,0
QA20,0
QA60,0
SCL,0.472
TCI_B,31.94
TCI_G,28.809
TCI_R,11.396
WVP,2.19
