Property,0
AOT,36.463
B1,11.898
B11,28.541
B12,48.16
B2,28.796
B3,33.357
B4,8.14
B5,57.912
B6,32.919
B7,31.275
B8,35.283
B8A,32.673
B9,28.047
MSK_CLDPRB,0
MSK_SNWPRB,0
QA10,0
QA20,0
QA60,0
SCL,1.123
TCI_B,21.1
TCI_G,22.66
TCI_R,8.446
WVP,2.448
